Weight	Nested	Procedure	Level	BranchSide	MemoryExpression	TaskExpression	TaskAns	DiffPosi1	WithinCorrect1	DiffPosi2	WithinCorrect2	ExchSymb	Trigger	RandPeriod
1		stimproc	0	N	3+)+1)2(-4(	3+)+2)1(-4(	1	5	0	7	0	1	1	3667
1		stimproc	1	R	)+-1()2+4(3	)+-2()1+4(3	1	4	0	7	1	1	3	4810
1		stimproc	2	R	-3)1+(2+4)(	-2)1+(3+4)(	1	2	0	7	1	1	5	2333
1		stimproc	3	R	3-(1+(2+4))	3-(4+(2+1))	1	4	1	9	1	1	7	3571
1		stimproc	0	N	4(+)3)2+(-1	4(+)1)2+(-3	1	5	0	11	0	1	1	4286
1		stimproc	1	L	2)3+4()1+-(	3)2+4()1+-(	1	1	0	3	1	1	2	4762
1		stimproc	2	L	)(3+4)+2(-1	)(3+2)+4(-1	1	5	1	8	1	1	4	2095
1		stimproc	3	L	((3+4)+2)-1	((3+1)+2)-4	1	5	1	11	1	1	6	3000
1		stimproc	0	N	3)+)4(+1(2-	3)+)2(+1(4-	1	5	0	10	0	1	1	3333
1		stimproc	1	R	2-()3)4+1(+	4-()3)2+1(+	1	1	0	7	1	1	3	4714
1		stimproc	2	R	-2)3+(4+1)(	-2)1+(4+3)(	1	4	1	9	1	1	5	4143
1		stimproc	3	R	2-(3+(4+1))	2-(3+(1+4))	1	7	1	9	1	1	7	4429
1		stimproc	0	N	+1)4)(3+(-2	+1)2)(3+(-4	1	4	0	11	0	1	1	3143
1		stimproc	1	L	3)1+2()-+(4	4)1+2()-+(3	1	1	0	11	0	1	2	4238
1		stimproc	2	L	)(1+2)-4(3+	)(3+2)-4(1+	1	3	1	10	0	1	4	2524
1		stimproc	3	L	((1+2)-4)+3	((1+3)-4)+2	1	5	1	11	1	1	6	3476
1		stimproc	0	N	+3()4)1(2-+	+3()4)1(2+-	1	10	0	11	0	2	1	3286
1		stimproc	1	L	1)2+4()(3+-	1)2-4()(3++	1	11	0	4	1	2	2	2143
1		stimproc	2	L	)(2+4)+3(1-	)(2-4)+3(1+	1	11	0	4	1	2	4	3714
1		stimproc	3	L	((2+4)+3)-1	((2-4)+3)+1	1	10	1	4	1	2	6	3952
1		stimproc	0	N	1))4(+2(+-3	1))4(+2(-+3	1	10	0	9	0	2	1	3429
1		stimproc	1	R	)2+(-)3+4(1	)2+(+)3-4(1	1	5	0	8	1	2	3	3238
1		stimproc	2	R	2-)1+(3+4)(	2+)1-(3+4)(	1	2	0	5	1	2	5	4476
1		stimproc	3	R	2-(1+(3+4))	2+(1-(3+4))	1	2	1	5	1	2	7	3095
1		stimproc	0	N	+4+-1())3(2	-4++1())3(2	1	4	0	1	0	2	1	4048
1		stimproc	1	R	1()+-)4+3(2	1()++)4-3(2	1	5	0	8	1	2	3	3762
1		stimproc	2	R	1+)2-(4+3)(	1+)2+(4-3)(	1	5	1	8	1	2	5	2762
1		stimproc	3	R	1+(2-(4+3))	1-(2+(4+3))	1	5	1	2	1	2	7	2381
1		stimproc	0	N	-+3)2)(1(+4	++3)2)(1(-4	1	1	0	10	0	2	1	3190
1		stimproc	1	L	1)3-4(+)2(+	1)3+4(-)2(+	1	4	1	7	0	2	2	2286
1		stimproc	2	L	)(3-4)+1(+2	)(3+4)-1(+2	1	4	1	7	1	2	4	4333
1		stimproc	3	L	((3-4)+1)+2	((3+4)+1)-2	1	4	1	10	1	2	6	4619
1		stimproc	0	N	+3-)2)+4((1	+3-)2)+4((1	2	-1	-1	-1	-1	-1	1	2429
1		stimproc	1	R	4+)2()3-1(+	4+)2()3-1(+	2	-1	-1	-1	-1	-1	3	2238
1		stimproc	2	R	+2)4+(3-1)(	+2)4+(3-1)(	2	-1	-1	-1	-1	-1	5	4095
1		stimproc	3	R	2+(4+(3-1))	2+(4+(3-1))	2	-1	-1	-1	-1	-1	7	4524
