Weight	Nested	Procedure	Level	BranchSide	MemoryExpression	TaskExpression	TaskAns	DiffPosi1	WithinCorrect1	DiffPosi2	WithinCorrect2	ExchSymb	Trigger	RandPeriod
1		stimproc	0	N	(1+-2)4)3(+	(1+-3)4)2(+	1	5	0	9	0	1	1	2286
1		stimproc	1	R	)(+2+)1-4(3	)(+1+)2-4(3	1	4	0	7	1	1	3	2000
1		stimproc	2	R	+3)2+(1-4)(	+2)3+(1-4)(	1	2	0	4	1	1	5	3000
1		stimproc	3	R	3+(2+(1-4))	3+(4+(1-2))	1	4	1	9	1	1	7	2048
1		stimproc	0	N	)1)+2(+4(-3	)4)+2(+1(-3	1	2	0	8	0	1	1	4667
1		stimproc	1	L	4)2+1(-(+)3	3)2+1(-(+)4	1	1	0	11	0	1	2	3667
1		stimproc	2	L	)(2+1)+4(-3	)(3+1)+4(-2	1	3	1	11	0	1	4	2810
1		stimproc	3	L	((2+1)+4)-3	((2+1)+3)-4	1	8	1	11	1	1	6	3619
1		stimproc	0	N	)2)+-+3(4(1	)2)+-+3(1(4	1	9	0	11	0	1	1	4762
1		stimproc	1	R	()3-+)2+4(1	()1-+)2+4(3	1	3	0	11	0	1	3	4238
1		stimproc	2	R	1-)3+(2+4)(	1-)2+(3+4)(	1	4	1	7	1	1	5	4048
1		stimproc	3	R	1-(3+(2+4))	2-(3+(1+4))	1	1	1	7	1	1	7	4952
1		stimproc	0	N	+4)3)-2(1(+	+3)4)-2(1(+	1	2	0	4	0	1	1	3857
1		stimproc	1	L	3)1+4()2-+(	2)1+4()3-+(	1	1	0	8	0	1	2	4857
1		stimproc	2	L	)(1+4)+3(2-	)(1+3)+4(2-	1	5	1	8	1	1	4	2381
1		stimproc	3	L	((1+4)+3)-2	((2+4)+3)-1	1	3	1	11	1	1	6	4714
1		stimproc	0	N	4)+(3+)2(1-	4)-(3+)2(1+	1	11	0	3	0	2	1	4571
1		stimproc	1	L	1)3-2((+4+)	1)3+2((-4+)	1	4	1	8	0	2	2	4619
1		stimproc	2	L	)(3-2)+1(+4	)(3+2)+1(-4	1	4	1	10	0	2	4	2905
1		stimproc	3	L	((3-2)+1)+4	((3+2)+1)-4	1	4	1	10	1	2	6	3524
1		stimproc	0	N	+)1)3(2+(-4	-)1)3(2+(+4	1	10	0	1	0	2	1	2524
1		stimproc	1	R	+-3())1+4(2	++3())1-4(2	1	2	0	8	1	2	3	3429
1		stimproc	2	R	2+)3-(1+4)(	2+)3+(1-4)(	1	5	1	8	1	2	5	2857
1		stimproc	3	R	2+(3-(1+4))	2+(3+(1-4))	1	5	1	8	1	2	7	4381
1		stimproc	0	N	1)2+-4+()3(	1)2-+4+()3(	1	5	0	4	0	2	1	3095
1		stimproc	1	L	4)3+2(-+1()	4)3-2(++1()	1	7	0	4	1	2	2	4524
1		stimproc	2	L	)(3+2)+1(-4	)(3+2)-1(+4	1	10	0	7	1	2	4	4190
1		stimproc	3	L	((3+2)+1)-4	((3-2)+1)+4	1	10	1	4	1	2	6	4143
1		stimproc	0	N	)3)1(+4-+2(	)3)1(-4++2(	1	8	0	6	0	2	1	2238
1		stimproc	1	R	)(-2+)3+1(4	)(+2-)3+1(4	1	3	0	5	0	2	3	3952
1		stimproc	2	R	-2)4+(3+1)(	+2)4-(3+1)(	1	1	0	5	1	2	5	4905
1		stimproc	3	R	2-(4+(3+1))	2+(4+(3-1))	1	2	1	8	1	2	7	2333
1		stimproc	0	N	3)1-+2)4((+	3)1-+2)4((+	2	-1	-1	-1	-1	-1	1	4286
1		stimproc	1	L	1)4+3(-)+2(	1)4+3(-)+2(	2	-1	-1	-1	-1	-1	2	3143
1		stimproc	2	L	)(4+3)-1(2+	)(4+3)-1(2+	2	-1	-1	-1	-1	-1	4	2667
1		stimproc	3	L	((4+3)-1)+2	((4+3)-1)+2	2	-1	-1	-1	-1	-1	6	2095
1		stimproc	0	N	+1)-2)(4+(3	+1)-2)(4+(3	2	-1	-1	-1	-1	-1	1	3571
1		stimproc	1	R	)(+4+)2-1(3	)(+4+)2-1(3	2	-1	-1	-1	-1	-1	3	4476
1		stimproc	2	R	3+)4+(2-1)(	3+)4+(2-1)(	2	-1	-1	-1	-1	-1	5	2143
1		stimproc	3	R	3+(4+(2-1))	3+(4+(2-1))	2	-1	-1	-1	-1	-1	7	3476
1		stimproc	0	N	3-)4)1(+2+(	3-)4)1(+2+(	2	-1	-1	-1	-1	-1	1	2190
1		stimproc	1	L	))2+1(3-+(4	))2+1(3-+(4	2	-1	-1	-1	-1	-1	2	2429
1		stimproc	2	L	)(2+1)-4(3+	)(2+1)-4(3+	2	-1	-1	-1	-1	-1	4	3190
1		stimproc	3	L	((2+1)-4)+3	((2+1)-4)+3	2	-1	-1	-1	-1	-1	6	2714
1		stimproc	0	N	)3)4(2(+1+-	)3)4(2(+1+-	2	-1	-1	-1	-1	-1	1	5000
1		stimproc	1	R	2+(+))4-1(3	2+(+))4-1(3	2	-1	-1	-1	-1	-1	3	4810
1		stimproc	2	R	3+)2+(4-1)(	3+)2+(4-1)(	2	-1	-1	-1	-1	-1	5	3048
1		stimproc	3	R	3+(2+(4-1))	3+(2+(4-1))	2	-1	-1	-1	-1	-1	7	2619
1		stimproc	0	N	4)1)+2((-+3	4)1)+2((-+3	2	-1	-1	-1	-1	-1	1	4000
1		stimproc	1	L	4)2-3()+1+(	4)2-3()+1+(	2	-1	-1	-1	-1	-1	2	4429
1		stimproc	2	L	)(2-3)+4(+1	)(2-3)+4(+1	2	-1	-1	-1	-1	-1	4	2476
1		stimproc	3	L	((2-3)+4)+1	((2-3)+4)+1	2	-1	-1	-1	-1	-1	6	3381
1		stimproc	0	N	+1)-4)+(3(2	+1)-4)+(3(2	2	-1	-1	-1	-1	-1	1	3238
1		stimproc	1	R	+)+1()3-4(2	+)+1()3-4(2	2	-1	-1	-1	-1	-1	3	3905
1		stimproc	2	R	2+)1+(3-4)(	2+)1+(3-4)(	2	-1	-1	-1	-1	-1	5	3286
1		stimproc	3	R	2+(1+(3-4))	2+(1+(3-4))	2	-1	-1	-1	-1	-1	7	3810
1		stimproc	0	N	+1)3)4+(2-(	+1)3)4+(2-(	2	-1	-1	-1	-1	-1	1	4095
1		stimproc	1	L	4)3+2((1+-)	4)3+2((1+-)	2	-1	-1	-1	-1	-1	2	4333
1		stimproc	2	L	)(3+2)+4(-1	)(3+2)+4(-1	2	-1	-1	-1	-1	-1	4	3714
