Weight	Nested	Procedure	Level	BranchSide	MemoryExpression	TaskExpression	TaskAns	DiffPosi1	WithinCorrect1	DiffPosi2	WithinCorrect2	ExchSymb	Trigger	RandPeriod
1		stimproc	0	N	+2)3)(-1(+4	+4)3)(-1(+2	1	2	0	11	0	1	1	3905
1		stimproc	1	R	)+(1+)3-2(4	)+(2+)3-1(4	1	4	0	9	1	1	3	3095
1		stimproc	2	R	+1)4+(3-2)(	+2)4+(3-1)(	1	2	0	9	1	1	5	4952
1		stimproc	3	R	1+(4+(3-2))	2+(4+(3-1))	1	1	1	9	1	1	7	3476
1		stimproc	0	N	+4)(3+-2)(1	+4)(2+-3)(1	1	5	0	8	0	1	1	4048
1		stimproc	1	L	1)4+2(+)-(3	1)4+3(+)-(2	1	5	1	11	0	1	2	2810
1		stimproc	2	L	)(4+2)+3(1-	)(3+2)+4(1-	1	3	1	8	1	1	4	3381
1		stimproc	3	L	((4+2)+3)-1	((4+1)+3)-2	1	5	1	11	1	1	6	2095
1		stimproc	0	N	3+))4(+2(-1	3+))2(+4(-1	1	5	0	8	0	1	1	4524
1		stimproc	1	L	2)1-4(+(3+)	1)2-4(+(3+)	1	1	0	3	1	1	2	4429
1		stimproc	2	L	)(1-4)+2(+3	)(2-4)+1(+3	1	3	1	8	1	1	4	3714
1		stimproc	3	L	((1-4)+2)+3	((3-4)+2)+1	1	3	1	11	1	1	6	5000
1		stimproc	0	N	2)(3(-+1+)4	1)(3(-+2+)4	1	1	0	8	0	1	1	4905
1		stimproc	1	R	(2+)-)3+4(1	(3+)-)2+4(1	1	2	0	7	1	1	3	3429
1		stimproc	2	R	+1)2-(3+4)(	+1)4-(3+2)(	1	4	1	9	1	1	5	2048
1		stimproc	3	R	1+(2-(3+4))	2+(1-(3+4))	1	1	1	4	1	1	7	2429
1		stimproc	0	N	4+)1-)2(+3(	4+)1+)2(-3(	1	5	0	9	0	2	1	2857
1		stimproc	1	R	2()-+)1+3(4	2()+-)1+3(4	1	4	0	5	0	2	3	2667
1		stimproc	2	R	4+)2-(1+3)(	4+)2+(1-3)(	1	5	1	8	1	2	5	3619
1		stimproc	3	R	4+(2-(1+3))	4+(2+(1-3))	1	5	1	8	1	2	7	4143
1		stimproc	0	N	+(1+)4)2(3-	+(1-)4)2(3+	1	11	0	4	0	2	1	2524
1		stimproc	1	L	1)3-2((4+)+	1)3+2((4-)+	1	4	1	9	0	2	2	3571
1		stimproc	2	L	)(3-2)+1(4+	)(3+2)-1(4+	1	4	1	7	1	2	4	3524
1		stimproc	3	L	((3-2)+1)+4	((3+2)-1)+4	1	4	1	7	1	2	6	4571
1		stimproc	0	N	-4+)2((3+)1	+4+)2((3-)1	1	1	0	9	0	2	1	4238
1		stimproc	1	R	(-)4+)1+3(2	(+)4-)1+3(2	1	2	0	5	0	2	3	4667
1		stimproc	2	R	2+)4-(1+3)(	2+)4+(1-3)(	1	5	1	8	1	2	5	2286
1		stimproc	3	R	2+(4-(1+3))	2+(4+(1-3))	1	5	1	8	1	2	7	4333
1		stimproc	0	N	1)+3+)-(2(4	1)+3-)+(2(4	1	7	0	5	0	2	1	2952
1		stimproc	1	L	))2+1(3+-4(	))2+1(3-+4(	1	9	0	8	0	2	2	2000
1		stimproc	2	L	)(2+1)+3(4-	)(2+1)-3(4+	1	11	0	7	1	2	4	3667
1		stimproc	3	L	((2+1)+3)-4	((2+1)-3)+4	1	10	1	7	1	2	6	4619
1		stimproc	0	N	3+)-1)4(2(+	3+)-1)4(2(+	2	-1	-1	-1	-1	-1	1	4381
1		stimproc	1	R	)+(2+)3-1(4	)+(2+)3-1(4	2	-1	-1	-1	-1	-1	3	3286
1		stimproc	2	R	+2)4+(3-1)(	+2)4+(3-1)(	2	-1	-1	-1	-1	-1	5	4286
1		stimproc	3	R	2+(4+(3-1))	2+(4+(3-1))	2	-1	-1	-1	-1	-1	7	4476
