Weight	Nested	Procedure	Level	BranchSide	MemoryExpression	TaskExpression	TaskAns	DiffPosi1	WithinCorrect1	DiffPosi2	WithinCorrect2	ExchSymb	Trigger	RandPeriod
1		stimproc	0	N	)4)2+(-3+(1	)3)2+(-4+(1	1	2	0	8	0	1	1	2476
1		stimproc	1	L	1)3+4()2+(-	1)4+3()2+(-	1	3	1	5	1	1	2	4857
1		stimproc	2	L	)(3+4)-2(+1	)(1+4)-2(+3	1	3	1	11	0	1	4	4190
1		stimproc	3	L	((3+4)-2)+1	((3+2)-4)+1	1	5	1	8	1	1	6	3143
1		stimproc	0	N	2-+1)4)(+(3	1-+2)4)(+(3	1	1	0	4	0	1	1	2429
1		stimproc	1	R	-2)+()3+4(1	-2)+()4+3(1	1	7	1	9	1	1	3	3286
1		stimproc	2	R	2+)1-(3+4)(	2+)3-(1+4)(	1	4	1	7	1	1	5	2762
1		stimproc	3	R	2+(1-(3+4))	1+(2-(3+4))	1	1	1	4	1	1	7	4381
1		stimproc	0	N	1+)3-+(2()4	1+)2-+(3()4	1	4	0	8	0	1	1	2571
1		stimproc	1	R	(-)+4)2+3(1	(-)+1)2+3(4	1	5	0	11	0	1	3	2190
1		stimproc	2	R	-4)1+(2+3)(	-4)3+(2+1)(	1	4	1	9	1	1	5	4000
1		stimproc	3	R	4-(1+(2+3))	4-(3+(2+1))	1	4	1	9	1	1	7	2000
1		stimproc	0	N	4)2)+(+1(3-	3)2)+(+1(4-	1	1	0	10	0	1	1	3714
1		stimproc	1	L	1)4-3()+(+2	1)4-2()+(+3	1	5	1	11	0	1	2	2952
1		stimproc	2	L	)(4-3)+1(2+	)(4-1)+3(2+	1	5	1	8	1	1	4	4095
1		stimproc	3	L	((4-3)+1)+2	((1-3)+4)+2	1	3	1	8	1	1	6	4619
1		stimproc	0	N	3()4()+2-+1	3()4()-2++1	1	9	0	7	0	2	1	4286
1		stimproc	1	R	(+2+))3-4(1	(+2-))3+4(1	1	8	1	4	0	2	3	2143
1		stimproc	2	R	+1)2+(3-4)(	+1)2-(3+4)(	1	8	1	5	1	2	5	2714
1		stimproc	3	R	1+(2+(3-4))	1+(2-(3+4))	1	8	1	5	1	2	7	2905
1		stimproc	0	N	1)+(4-+2)3(	1)-(4++2)3(	1	6	0	3	0	2	1	4333
1		stimproc	1	L	+)3+1((4-)2	-)3+1((4+)2	1	9	0	1	0	2	2	3905
1		stimproc	2	L	)(3+1)-4(+2	)(3-1)+4(+2	1	7	1	4	1	2	4	3095
1		stimproc	3	L	((3+1)-4)+2	((3+1)+4)-2	1	7	1	10	1	2	6	4810
1		stimproc	0	N	1)3(-+2)4+(	1)3(++2)4-(	1	5	0	10	0	2	1	3190
1		stimproc	1	R	+-3)()4+2(1	++3)()4-2(1	1	2	0	8	1	2	3	4571
1		stimproc	2	R	3-)1+(4+2)(	3+)1+(4-2)(	1	2	0	8	1	2	5	4429
1		stimproc	3	R	3-(1+(4+2))	3+(1-(4+2))	1	2	1	5	1	2	7	2381
1		stimproc	0	N	3+-1+)(2()4	3++1-)(2()4	1	3	0	5	0	2	1	2333
1		stimproc	1	L	))3+1(2+-4(	))3-1(2++4(	1	9	0	4	1	2	2	4952
1		stimproc	2	L	)(3+1)-2(+4	)(3-1)+2(+4	1	7	1	4	1	2	4	2667
1		stimproc	3	L	((3+1)-2)+4	((3-1)+2)+4	1	7	1	4	1	2	6	3048
1		stimproc	0	N	3()+)2(1+-4	3()+)2(1+-4	2	-1	-1	-1	-1	-1	1	3000
1		stimproc	1	R	)(1+-)2+4(3	)(1+-)2+4(3	2	-1	-1	-1	-1	-1	3	2286
1		stimproc	2	R	1+)3-(2+4)(	1+)3-(2+4)(	2	-1	-1	-1	-1	-1	5	3476
1		stimproc	3	R	1+(3-(2+4))	1+(3-(2+4))	2	-1	-1	-1	-1	-1	7	4143
1		stimproc	0	N	2-+1)4()+(3	2-+1)4()+(3	2	-1	-1	-1	-1	-1	1	2048
1		stimproc	1	R	1(+)-)2+3(4	1(+)-)2+3(4	2	-1	-1	-1	-1	-1	3	3238
1		stimproc	2	R	-1)4+(2+3)(	-1)4+(2+3)(	2	-1	-1	-1	-1	-1	5	2810
1		stimproc	3	R	1-(4+(2+3))	1-(4+(2+3))	2	-1	-1	-1	-1	-1	7	4714
1		stimproc	0	N	4+-3)+2)((1	4+-3)+2)((1	2	-1	-1	-1	-1	-1	1	3333
1		stimproc	1	L	4)3+2()+1-(	4)3+2()+1-(	2	-1	-1	-1	-1	-1	2	3619
1		stimproc	2	L	)(3+2)+4(1-	)(3+2)+4(1-	2	-1	-1	-1	-1	-1	4	3952
1		stimproc	3	L	((3+2)+4)-1	((3+2)+4)-1	2	-1	-1	-1	-1	-1	6	4667
1		stimproc	0	N	+2)3)-(+1(4	+2)3)-(+1(4	2	-1	-1	-1	-1	-1	1	2238
