Weight	Nested	Procedure	Level	BranchSide	MemoryExpression	TaskExpression	TaskAns	DiffPosi1	WithinCorrect1	DiffPosi2	WithinCorrect2	ExchSymb	Trigger	RandPeriod
1		stimproc	0	N	)4)3(1(+2-+	)2)3(1(+4-+	1	2	0	9	0	1	1	3762
1		stimproc	1	L	2)1-3((+)4+	4)1-3((+)2+	1	1	0	10	0	1	2	2810
1		stimproc	2	L	)(1-3)+4(+2	)(2-3)+4(+1	1	3	1	11	0	1	4	2048
1		stimproc	3	L	((1-3)+4)+2	((1-4)+3)+2	1	5	1	8	1	1	6	4810
1		stimproc	0	N	4-)3)1(+2+(	1-)3)4(+2+(	1	1	0	6	0	1	1	4048
1		stimproc	1	R	+2)3-)4+1((	+2)3-)1+4((	1	7	1	9	1	1	3	2762
1		stimproc	2	R	2+)3-(4+1)(	1+)3-(4+2)(	1	1	0	9	1	1	5	3524
1		stimproc	3	R	2+(3-(4+1))	1+(3-(4+2))	1	1	1	9	1	1	7	2619
1		stimproc	0	N	3))(4(2+-1+	3))(2(4+-1+	1	5	0	7	0	1	1	4190
1		stimproc	1	R	-+3)2)1+4((	-+4)2)1+3((	1	3	0	9	1	1	3	4714
1		stimproc	2	R	+3)2-(1+4)(	+3)4-(1+2)(	1	4	1	9	1	1	5	2333
1		stimproc	3	R	3+(2-(1+4))	3+(4-(1+2))	1	4	1	9	1	1	7	4143
1		stimproc	0	N	2))1(4+-+3(	4))1(2+-+3(	1	1	0	6	0	1	1	3286
1		stimproc	1	L	))3+1(4(2+-	))3+2(4(1+-	1	5	1	9	0	1	2	3476
1		stimproc	2	L	)(3+1)+2(-4	)(1+3)+2(-4	1	3	1	5	1	1	4	3000
1		stimproc	3	L	((3+1)+2)-4	((4+1)+2)-3	1	3	1	11	1	1	6	4238
1		stimproc	0	N	1-+4+)2()(3	1+-4+)2()(3	1	2	0	3	0	2	1	4286
1		stimproc	1	R	+2)+4)3-1((	+2)-4)3+1((	1	8	1	4	0	2	3	4524
1		stimproc	2	R	+4)2+(3-1)(	-4)2+(3+1)(	1	8	1	1	0	2	5	3048
1		stimproc	3	R	4+(2+(3-1))	4-(2+(3+1))	1	8	1	2	1	2	7	4857
1		stimproc	0	N	4)2+)(1-+3(	4)2+)(1+-3(	1	8	0	9	0	2	1	2190
1		stimproc	1	L	3)4+1(()-+2	3)4-1(()++2	1	9	0	4	1	2	2	3810
1		stimproc	2	L	)(4+1)+2(-3	)(4-1)+2(+3	1	10	0	4	1	2	4	2381
1		stimproc	3	L	((4+1)+2)-3	((4-1)+2)+3	1	10	1	4	1	2	6	4571
1		stimproc	0	N	)1)4(2+-+(3	)1)4(2++-(3	1	8	0	9	0	2	1	3143
1		stimproc	1	R	4+(+))2-3(1	4-(+))2+3(1	1	8	1	2	0	2	3	2476
1		stimproc	2	R	+1)4+(2-3)(	-1)4+(2+3)(	1	8	1	1	0	2	5	2238
1		stimproc	3	R	1+(4+(2-3))	1-(4+(2+3))	1	8	1	2	1	2	7	3333
1		stimproc	0	N	)3)2(4+(+1-	)3)2(4+(+1-	2	-1	-1	-1	-1	-1	1	2571
1		stimproc	1	R	3+-1()2+4()	3+-1()2+4()	2	-1	-1	-1	-1	-1	3	3095
1		stimproc	2	R	3+)1-(2+4)(	3+)1-(2+4)(	2	-1	-1	-1	-1	-1	5	4619
1		stimproc	3	R	3+(1-(2+4))	3+(1-(2+4))	2	-1	-1	-1	-1	-1	7	4381
1		stimproc	0	N	3+))2-+(4(1	3+))2+-(4(1	1	6	0	7	0	2	1	3190
1		stimproc	1	L	3)2+1(+-)4(	3)2-1(++)4(	1	8	0	4	1	2	2	4476
1		stimproc	2	L	)(2+1)-4(3+	)(2+1)+4(3-	1	7	1	11	0	2	4	3667
1		stimproc	3	L	((2+1)-4)+3	((2+1)+4)-3	1	7	1	10	1	2	6	2524
1		stimproc	0	N	3((+1+-4))2	3((+1+-4))2	2	-1	-1	-1	-1	-1	1	3571
1		stimproc	1	L	1)3+4(+)2-(	1)3+4(+)2-(	2	-1	-1	-1	-1	-1	2	2857
1		stimproc	2	L	)(3+4)+2(-1	)(3+4)+2(-1	2	-1	-1	-1	-1	-1	4	3238
1		stimproc	3	L	((3+4)+2)-1	((3+4)+2)-1	2	-1	-1	-1	-1	-1	6	2286
1		stimproc	0	N	+-4)1)3(2+(	+-4)1)3(2+(	2	-1	-1	-1	-1	-1	1	3619
1		stimproc	1	R	-+1)4)3+2((	-+1)4)3+2((	2	-1	-1	-1	-1	-1	3	2429
1		stimproc	2	R	+4)1-(3+2)(	+4)1-(3+2)(	2	-1	-1	-1	-1	-1	5	4905
1		stimproc	3	R	4+(1-(3+2))	4+(1-(3+2))	2	-1	-1	-1	-1	-1	7	4762
1		stimproc	0	N	1)+)4(3(+2-	1)+)4(3(+2-	2	-1	-1	-1	-1	-1	1	3952
1		stimproc	1	L	2)3-1(+()4+	2)3-1(+()4+	2	-1	-1	-1	-1	-1	2	3905
1		stimproc	2	L	)(3-1)+2(4+	)(3-1)+2(4+	2	-1	-1	-1	-1	-1	4	4000
1		stimproc	3	L	((3-1)+2)+4	((3-1)+2)+4	2	-1	-1	-1	-1	-1	6	3429
1		stimproc	0	N	2)+-+4)(3(1	2)+-+4)(3(1	2	-1	-1	-1	-1	-1	1	4095
