Weight	Nested	Procedure	Level	BranchSide	MemoryExpression	TaskExpression	TaskAns	DiffPosi1	WithinCorrect1	DiffPosi2	WithinCorrect2	ExchSymb	Trigger	RandPeriod
1		stimproc	0	N	1-+4+)()3(2	4-+1+)()3(2	1	1	0	4	0	1	1	2143
1		stimproc	1	R	-4()+)2+3(1	-1()+)2+3(4	1	2	0	11	0	1	3	2000
1		stimproc	2	R	-1)4+(2+3)(	-1)3+(2+4)(	1	4	1	9	1	1	5	4714
1		stimproc	3	R	1-(4+(2+3))	3-(4+(2+1))	1	1	1	9	1	1	7	3381
1		stimproc	0	N	-2)+4(+)1(3	-3)+4(+)1(2	1	2	0	11	0	1	1	2286
1		stimproc	1	L	3)2+4()-+(1	3)1+4()-+(2	1	3	1	11	0	1	2	3952
1		stimproc	2	L	)(2+4)+1(3-	)(3+4)+1(2-	1	3	1	10	0	1	4	4571
1		stimproc	3	L	((2+4)+1)-3	((1+4)+2)-3	1	3	1	8	1	1	6	5000
1		stimproc	0	N	+2))4+(-1(3	+2))4+(-3(1	1	9	0	11	0	1	1	2571
1		stimproc	1	R	2-)+()3+1(4	2-)+()1+3(4	1	7	1	9	1	1	3	3190
1		stimproc	2	R	+4)2-(3+1)(	+2)4-(3+1)(	1	2	0	4	1	1	5	3667
1		stimproc	3	R	4+(2-(3+1))	2+(4-(3+1))	1	1	1	4	1	1	7	4333
1		stimproc	0	N	2+))3((1+-4	1+))3((2+-4	1	1	0	8	0	1	1	2810
1		stimproc	1	L	3)4+1(()2+-	3)2+1(()4+-	1	3	1	9	0	1	2	3000
1		stimproc	2	L	)(4+1)+2(-3	)(2+1)+4(-3	1	3	1	8	1	1	4	4857
1		stimproc	3	L	((4+1)+2)-3	((4+2)+1)-3	1	5	1	8	1	1	6	3429
1		stimproc	0	N	4)3+)(2+(-1	4)3+)(2-(+1	1	10	0	8	0	2	1	4190
1		stimproc	1	R	+(4-))3+1(2	-(4+))3+1(2	1	4	0	1	0	2	3	4476
1		stimproc	2	R	+2)4-(3+1)(	+2)4+(3-1)(	1	5	1	8	1	2	5	4905
1		stimproc	3	R	2+(4-(3+1))	2-(4+(3+1))	1	5	1	2	1	2	7	4000
1		stimproc	0	N	2+)1)+3(-(4	2-)1)+3(+(4	1	9	0	2	0	2	1	2048
1		stimproc	1	L	2)4-1((+)+3	2)4+1((+)-3	1	4	1	10	0	2	2	4381
1		stimproc	2	L	)(4-1)+3(2+	)(4+1)-3(2+	1	4	1	7	1	2	4	2714
1		stimproc	3	L	((4-1)+3)+2	((4+1)+3)-2	1	4	1	10	1	2	6	2524
1		stimproc	0	N	)2+-+1)3(4(	)2++-1)3(4(	1	4	0	5	0	2	1	3524
1		stimproc	1	L	4)3-2()1+(+	4)3+2()1+(-	1	4	1	11	0	2	2	3857
1		stimproc	2	L	)(3-2)+4(+1	)(3+2)+4(-1	1	4	1	10	0	2	4	2429
1		stimproc	3	L	((3-2)+4)+1	((3+2)-4)+1	1	4	1	7	1	2	6	2905
1		stimproc	0	N	+)2)4(1(-+3	-)2)4(1(++3	1	9	0	1	0	2	1	4286
1		stimproc	1	R	(-+1))3+4(2	(++1))3-4(2	1	2	0	8	1	2	3	4238
1		stimproc	2	R	2-)1+(3+4)(	2+)1-(3+4)(	1	2	0	5	1	2	5	2190
1		stimproc	3	R	2-(1+(3+4))	2+(1+(3-4))	1	2	1	8	1	2	7	3571
1		stimproc	0	N	)+)1(4(2-+3	)+)1(4(2-+3	2	-1	-1	-1	-1	-1	1	4762
1		stimproc	1	R	+)4+()3-1(2	+)4+()3-1(2	2	-1	-1	-1	-1	-1	3	3762
1		stimproc	2	R	+2)4+(3-1)(	+2)4+(3-1)(	2	-1	-1	-1	-1	-1	5	2619
1		stimproc	3	R	2+(4+(3-1))	2+(4+(3-1))	2	-1	-1	-1	-1	-1	7	3286
