Weight	Nested	Procedure	Level	BranchSide	MemoryExpression	TaskExpression	TaskAns	DiffPosi1	WithinCorrect1	DiffPosi2	WithinCorrect2	ExchSymb	Trigger	RandPeriod
1		stimproc	0	N	4-)2(+)+3(1	2-)4(+)+3(1	1	1	0	4	0	1	1	4762
1		stimproc	1	L	1)2+4((3+)-	1)3+4((2+)-	1	3	1	8	0	1	2	3667
1		stimproc	2	L	)(2+4)+3(-1	)(2+3)+4(-1	1	5	1	8	1	1	4	2476
1		stimproc	3	L	((2+4)+3)-1	((2+3)+4)-1	1	5	1	8	1	1	6	4095
1		stimproc	0	N	4+)+)2(3(1-	2+)+)4(3(1-	1	1	0	6	0	1	1	3714
1		stimproc	1	R	-)+4()2+3(1	-)+2()4+3(1	1	4	0	7	1	1	3	3333
1		stimproc	2	R	4-)1+(2+3)(	1-)4+(2+3)(	1	1	0	4	1	1	5	2714
1		stimproc	3	R	4-(1+(2+3))	2-(1+(4+3))	1	1	1	7	1	1	7	2000
1		stimproc	0	N	+3)()4(2-+1	+2)()4(3-+1	1	2	0	8	0	1	1	2381
1		stimproc	1	L	))4+2(-1(3+	))4+3(-1(2+	1	5	1	10	0	1	2	2571
1		stimproc	2	L	)(4+2)-1(3+	)(1+2)-4(3+	1	3	1	8	1	1	4	4048
1		stimproc	3	L	((4+2)-1)+3	((1+2)-4)+3	1	3	1	8	1	1	6	2619
1		stimproc	0	N	+)2)3(4-(1+	+)2)3(1-(4+	1	7	0	10	0	1	1	4476
1		stimproc	1	R	)+1+()3-4(2	)+2+()3-4(1	1	3	0	11	0	1	3	3238
1		stimproc	2	R	2+)1+(3-4)(	4+)1+(3-2)(	1	1	0	9	1	1	5	4667
1		stimproc	3	R	2+(1+(3-4))	3+(1+(2-4))	1	1	1	7	1	1	7	4905
1		stimproc	0	N	+4)2(-+)3(1	-4)2(++)3(1	1	6	0	1	0	2	1	2667
1		stimproc	1	R	2(-+))3+1(4	2(+-))3+1(4	1	3	0	4	0	2	3	3524
1		stimproc	2	R	4-)2+(3+1)(	4+)2-(3+1)(	1	2	0	5	1	2	5	4143
1		stimproc	3	R	4-(2+(3+1))	4+(2-(3+1))	1	2	1	5	1	2	7	2857
1		stimproc	0	N	2+-4+)1(()3	2++4-)1(()3	1	3	0	5	0	2	1	4381
1		stimproc	1	L	))2+1(-3(+4	))2-1(+3(+4	1	7	0	4	1	2	2	3048
1		stimproc	2	L	)(2+1)+4(-3	)(2+1)-4(+3	1	10	0	7	1	2	4	4857
1		stimproc	3	L	((2+1)+4)-3	((2-1)+4)+3	1	10	1	4	1	2	6	3857
1		stimproc	0	N	3+-+4)2()(1	3-++4)2()(1	1	3	0	2	0	2	1	3810
1		stimproc	1	R	+-)2()3+4(1	++)2()3-4(1	1	2	0	8	1	2	3	5000
1		stimproc	2	R	-2)1+(3+4)(	+2)1-(3+4)(	1	1	0	5	1	2	5	4333
1		stimproc	3	R	2-(1+(3+4))	2+(1-(3+4))	1	2	1	5	1	2	7	4190
1		stimproc	0	N	)1)+(4(2+-3	)1)-(4(2++3	1	10	0	4	0	2	1	3381
1		stimproc	1	L	))2+4(3+(-1	))2-4(3+(+1	1	10	0	4	1	2	2	2762
1		stimproc	2	L	)(2+4)+1(3-	)(2+4)-1(3+	1	11	0	7	1	2	4	4714
1		stimproc	3	L	((2+4)+1)-3	((2-4)+1)+3	1	10	1	4	1	2	6	4238
1		stimproc	0	N	4)-+)2+(1(3	4)-+)2+(1(3	2	-1	-1	-1	-1	-1	1	2905
