Weight	Nested	Procedure	Level	BranchSide	MemoryExpression	TaskExpression	TaskAns	DiffPosi1	WithinCorrect1	DiffPosi2	WithinCorrect2	ExchSymb	Trigger	RandPeriod
1		stimproc	0	N	2(+)1)+4(3-	1(+)2)+4(3-	1	1	0	5	0	1	1	2762
1		stimproc	1	R	+-)1()3+4(2	+-)1()4+3(2	1	7	1	9	1	1	3	3238
1		stimproc	2	R	1+)2-(3+4)(	3+)2-(1+4)(	1	1	0	7	1	1	5	2000
1		stimproc	3	R	1+(2-(3+4))	2+(1-(3+4))	1	1	1	4	1	1	7	4714
1		stimproc	0	N	3(+)2-)1+(4	2(+)3-)1+(4	1	1	0	5	0	1	1	3619
1		stimproc	1	L	))3-4(+1(2+	))4-3(+1(2+	1	3	1	5	1	1	2	4095
1		stimproc	2	L	)(3-4)+1(2+	)(3-1)+4(2+	1	5	1	8	1	1	4	3667
1		stimproc	3	L	((3-4)+1)+2	((3-1)+4)+2	1	5	1	8	1	1	6	4857
1		stimproc	0	N	3-)+)1+(2(4	2-)+)1+(3(4	1	1	0	9	0	1	1	2095
1		stimproc	1	R	(+2-))3+4(1	(+2-))1+4(3	1	7	1	11	0	1	3	3048
1		stimproc	2	R	+2)1-(3+4)(	+1)2-(3+4)(	1	2	0	4	1	1	5	4000
1		stimproc	3	R	2+(1-(3+4))	2+(1-(4+3))	1	7	1	9	1	1	7	4524
1		stimproc	0	N	1-+4)3+)(2(	1-+3)4+)(2(	1	4	0	6	0	1	1	2905
1		stimproc	1	L	3)2+4((1+-)	1)2+4((3+-)	1	1	0	8	0	1	2	3381
1		stimproc	2	L	)(2+4)+3(1-	)(2+1)+3(4-	1	5	1	10	0	1	4	3143
1		stimproc	3	L	((2+4)+3)-1	((2+1)+3)-4	1	5	1	11	1	1	6	5000
1		stimproc	0	N	3)2)(1-+4(+	3)2)(1+-4(+	1	7	0	8	0	2	1	2381
1		stimproc	1	R	+-3())4+2(1	-+3())4+2(1	1	2	0	1	0	2	3	4476
